"country","year","life_expectancy","population","income","four_regions"
"China",1978,63.9,966000000,1020,"asia"
"China",1979,64,980000000,1060,"asia"
"China",1980,64.2,994000000,1080,"asia"
"China",1981,64.3,1010000000,1110,"asia"
"China",1982,64.9,1020000000,1180,"asia"
"China",1983,65.3,1040000000,1240,"asia"
"China",1984,65.7,1050000000,1460,"asia"
"China",1985,66.1,1070000000,1570,"asia"
"China",1986,66.3,1090000000,1610,"asia"
"China",1987,66.6,1110000000,1660,"asia"
"China",1988,66.7,1130000000,1610,"asia"
"China",1989,66.7,1150000000,1480,"asia"
"China",1990,67,1170000000,1530,"asia"
"China",1991,67.3,1190000000,1650,"asia"
"China",1992,67.5,1200000000,1860,"asia"
"China",1993,67.7,1220000000,2090,"asia"
"China",1994,68,1230000000,2340,"asia"
"China",1995,68.4,1240000000,2560,"asia"
"China",1996,68.7,1250000000,2790,"asia"
"China",1997,69,1260000000,3020,"asia"
"China",1998,69.3,1270000000,3220,"asia"
"China",1999,69.7,1280000000,3440,"asia"
"China",2000,70,1280000000,3700,"asia"
"China",2001,70.3,1290000000,3980,"asia"
"China",2002,70.7,1300000000,4320,"asia"
"China",2003,71.3,1310000000,4720,"asia"
"China",2004,71.9,1310000000,5170,"asia"
"China",2005,72.4,1320000000,5720,"asia"
"China",2006,73,1330000000,6410,"asia"
"China",2007,73.5,1340000000,7290,"asia"
"China",2008,73.8,1340000000,7950,"asia"
"China",2009,74.3,1350000000,8650,"asia"
"China",2010,74.6,1360000000,9530,"asia"
"China",2011,75.1,1370000000,10400,"asia"
"China",2012,75.4,1380000000,11100,"asia"
"China",2013,75.7,1380000000,12000,"asia"
"China",2014,75.9,1390000000,12800,"asia"
"China",2015,76.3,1400000000,13600,"asia"
"China",2016,76.6,1400000000,14400,"asia"
"China",2017,76.8,1410000000,15200,"asia"
"China",2018,76.9,1420000000,16000,"asia"
"Ecuador",1800,32.9,500000,529,"americas"
"Ecuador",1801,32.9,500000,529,"americas"
"Ecuador",1802,32.9,500000,529,"americas"
"Ecuador",1803,32.9,500000,529,"americas"
"Ecuador",1804,32.9,500000,529,"americas"
"Ecuador",1805,32.9,500000,529,"americas"
"Ecuador",1806,32.9,500000,529,"americas"
"Ecuador",1807,32.9,500000,530,"americas"
"Ecuador",1808,32.9,500000,530,"americas"
"Ecuador",1809,32.9,500000,530,"americas"
"Ecuador",1810,32.9,500000,530,"americas"
"Ecuador",1811,32.9,500000,530,"americas"
"Ecuador",1812,32.9,501000,530,"americas"
"Ecuador",1813,32.9,502000,530,"americas"
"Ecuador",1814,32.9,504000,530,"americas"
"Ecuador",1815,32.9,506000,530,"americas"
"Ecuador",1816,32.9,508000,530,"americas"
"Ecuador",1817,32.9,511000,530,"americas"
"Ecuador",1818,32.9,515000,530,"americas"
"Ecuador",1819,32.9,518000,530,"americas"
"Ecuador",1820,32.9,523000,531,"americas"
"Ecuador",1821,32.9,527000,534,"americas"
"Ecuador",1822,32.9,532000,537,"americas"
"Ecuador",1823,32.9,538000,541,"americas"
"Ecuador",1824,32.9,544000,544,"americas"
"Ecuador",1825,32.9,551000,548,"americas"
"Ecuador",1826,32.9,558000,551,"americas"
"Ecuador",1827,32.9,566000,555,"americas"
"Ecuador",1828,32.9,574000,558,"americas"
"Ecuador",1829,32.9,582000,562,"americas"
"Ecuador",1830,32.9,592000,566,"americas"
"Ecuador",1831,32.9,601000,569,"americas"
"Ecuador",1832,32.9,611000,573,"americas"
"Ecuador",1833,32.9,621000,576,"americas"
"Ecuador",1834,32.9,631000,580,"americas"
"Ecuador",1835,32.9,642000,584,"americas"
"Ecuador",1836,32.9,652000,588,"americas"
"Ecuador",1837,32.9,663000,591,"americas"
"Ecuador",1838,32.9,674000,595,"americas"
"Ecuador",1839,32.9,685000,599,"americas"
"Ecuador",1840,32.9,696000,603,"americas"
"Ecuador",1841,32.9,708000,607,"americas"
"Ecuador",1842,32.9,719000,611,"americas"
"Ecuador",1843,32.9,730000,615,"americas"
"Ecuador",1844,32.9,741000,618,"americas"
"Ecuador",1845,32.9,752000,622,"americas"
"Ecuador",1846,32.9,763000,626,"americas"
"Ecuador",1847,32.9,774000,630,"americas"
"Ecuador",1848,32.9,785000,634,"americas"
"Ecuador",1849,32.9,796000,639,"americas"
"Ecuador",1850,32.9,807000,643,"americas"
"Ecuador",1851,32.9,818000,647,"americas"
"Ecuador",1852,32.9,830000,651,"americas"
"Ecuador",1853,32.9,841000,655,"americas"
"Ecuador",1854,32.9,852000,659,"americas"
"Ecuador",1855,32.9,863000,663,"americas"
"Ecuador",1856,32.9,874000,668,"americas"
"Ecuador",1857,32.9,885000,672,"americas"
"Ecuador",1858,32.9,896000,676,"americas"
"Ecuador",1859,32.9,907000,681,"americas"
"Ecuador",1860,32.9,917000,685,"americas"
"Ecuador",1861,32.9,928000,689,"americas"
"Ecuador",1862,32.9,939000,694,"americas"
"Ecuador",1863,32.9,949000,698,"americas"
"Ecuador",1864,32.9,960000,703,"americas"
"Ecuador",1865,32.9,971000,707,"americas"
"Ecuador",1866,32.9,983000,712,"americas"
"Ecuador",1867,32.9,994000,716,"americas"
"Ecuador",1868,32.9,1010000,721,"americas"
"Ecuador",1869,32.9,1020000,726,"americas"
"Ecuador",1870,32.9,1030000,730,"americas"
"Ecuador",1871,32.9,1040000,735,"americas"
"Ecuador",1872,33,1050000,740,"americas"
"Ecuador",1873,33,1060000,744,"americas"
"Ecuador",1874,33,1080000,749,"americas"
"Ecuador",1875,33,1090000,754,"americas"
"Ecuador",1876,33.1,1100000,759,"americas"
"Ecuador",1877,33.1,1110000,764,"americas"
"Ecuador",1878,33.1,1130000,769,"americas"
"Ecuador",1879,33.2,1140000,773,"americas"
"Ecuador",1880,33.2,1150000,778,"americas"
"Ecuador",1881,33.2,1170000,783,"americas"
"Ecuador",1882,33.3,1180000,788,"americas"
"Ecuador",1883,33.3,1190000,793,"americas"
"Ecuador",1884,33.3,1210000,799,"americas"
"Ecuador",1885,33.4,1220000,804,"americas"
"Ecuador",1886,33.4,1230000,809,"americas"
"Ecuador",1887,33.4,1250000,814,"americas"
"Ecuador",1888,33.4,1260000,819,"americas"
"Ecuador",1889,33.5,1280000,824,"americas"
"Ecuador",1890,33.5,1290000,830,"americas"
"Ecuador",1891,33.5,1310000,835,"americas"
"Ecuador",1892,33.6,1320000,840,"americas"
"Ecuador",1893,33.6,1340000,846,"americas"
"Ecuador",1894,33.6,1350000,851,"americas"
"Ecuador",1895,33.7,1370000,857,"americas"
"Ecuador",1896,33.7,1380000,862,"americas"
"Ecuador",1897,33.7,1400000,868,"americas"
"Ecuador",1898,33.8,1420000,873,"americas"
"Ecuador",1899,33.8,1440000,879,"americas"
"Ecuador",1900,33.8,1460000,884,"americas"
"Ecuador",1901,33.8,1470000,890,"americas"
"Ecuador",1902,33.9,1490000,896,"americas"
"Ecuador",1903,33.9,1520000,902,"americas"
"Ecuador",1904,33.9,1540000,907,"americas"
"Ecuador",1905,34,1560000,913,"americas"
"Ecuador",1906,34,1580000,919,"americas"
"Ecuador",1907,34,1610000,925,"americas"
"Ecuador",1908,34,1630000,931,"americas"
"Ecuador",1909,34.1,1660000,937,"americas"
"Ecuador",1910,34.1,1680000,943,"americas"
"Ecuador",1911,34.1,1710000,973,"americas"
"Ecuador",1912,34.2,1730000,1000,"americas"
"Ecuador",1913,34.2,1760000,1030,"americas"
"Ecuador",1914,34.2,1780000,1070,"americas"
"Ecuador",1915,34.3,1790000,1100,"americas"
"Ecuador",1916,34.3,1810000,1130,"americas"
"Ecuador",1917,34.3,1820000,1160,"americas"
"Ecuador",1918,30.4,1840000,1190,"americas"
"Ecuador",1919,34.4,1850000,1230,"americas"
"Ecuador",1920,34.4,1870000,1260,"americas"
"Ecuador",1921,34.4,1890000,1310,"americas"
"Ecuador",1922,34.5,1900000,1350,"americas"
"Ecuador",1923,34.5,1920000,1400,"americas"
"Ecuador",1924,34.5,1930000,1450,"americas"
"Ecuador",1925,34.6,1950000,1490,"americas"
"Ecuador",1926,34.6,1960000,1540,"americas"
"Ecuador",1927,34.6,1980000,1580,"americas"
"Ecuador",1928,34.6,2000000,1630,"americas"
"Ecuador",1929,34.7,2010000,1680,"americas"
"Ecuador",1930,34.7,2040000,1720,"americas"
"Ecuador",1931,34.7,2090000,1760,"americas"
"Ecuador",1932,34.8,2140000,1810,"americas"
"Ecuador",1933,34.8,2190000,1850,"americas"
"Ecuador",1934,34.8,2240000,1900,"americas"
"Ecuador",1935,34.9,2290000,1940,"americas"
"Ecuador",1936,34.9,2350000,1980,"americas"
"Ecuador",1937,34.9,2400000,2030,"americas"
"Ecuador",1938,35,2460000,2070,"americas"
"Ecuador",1939,35,2520000,2110,"americas"
"Ecuador",1940,36.4,2580000,2230,"americas"
"Ecuador",1941,37.8,2640000,2200,"americas"
"Ecuador",1942,39.3,2700000,2290,"americas"
"Ecuador",1943,40.7,2760000,2550,"americas"
"Ecuador",1944,42.1,2830000,2540,"americas"
"Ecuador",1945,43.5,2910000,2520,"americas"
"Ecuador",1946,45,2980000,2770,"americas"
"Ecuador",1947,46.4,3070000,3020,"americas"
"Ecuador",1948,47.9,3150000,3380,"americas"
"Ecuador",1949,49.3,3310000,3370,"americas"
"Ecuador",1950,50.8,3470000,3400,"americas"
"Ecuador",1951,51.1,3560000,3380,"americas"
"Ecuador",1952,51.7,3660000,3730,"americas"
"Ecuador",1953,52.3,3750000,3730,"americas"
"Ecuador",1954,53,3850000,3960,"americas"
"Ecuador",1955,53.7,3960000,3980,"americas"
"Ecuador",1956,54.5,4070000,4040,"americas"
"Ecuador",1957,55.2,4180000,4130,"americas"
"Ecuador",1958,56,4300000,4160,"americas"
"Ecuador",1959,56.8,4420000,4280,"americas"
"Ecuador",1960,57.5,4550000,4450,"americas"
"Ecuador",1961,58.3,4680000,4450,"americas"
"Ecuador",1962,59,4810000,4570,"americas"
"Ecuador",1963,59.6,4950000,4570,"americas"
"Ecuador",1964,60.2,5100000,4760,"americas"
"Ecuador",1965,60.7,5250000,5080,"americas"
"Ecuador",1966,61.2,5410000,5070,"americas"
"Ecuador",1967,61.7,5570000,5200,"americas"
"Ecuador",1968,62.1,5730000,5330,"americas"
"Ecuador",1969,62.6,5900000,5470,"americas"
"Ecuador",1970,63.1,6070000,5690,"americas"
"Ecuador",1971,63.5,6250000,5830,"americas"
"Ecuador",1972,63.8,6430000,6000,"americas"
"Ecuador",1973,64.3,6610000,6540,"americas"
"Ecuador",1974,64.8,6800000,6710,"americas"
"Ecuador",1975,65.3,6990000,6840,"americas"
"Ecuador",1976,65.8,7180000,7280,"americas"
"Ecuador",1977,66.3,7370000,7500,"americas"
"Ecuador",1978,66.8,7570000,7790,"americas"
"Ecuador",1979,67.2,7770000,7960,"americas"
"Ecuador",1980,67.8,7980000,8080,"americas"
"Ecuador",1981,68.3,8180000,8170,"americas"
"Ecuador",1982,68.7,8390000,8020,"americas"
"Ecuador",1983,69,8610000,7630,"americas"
"Ecuador",1984,69.5,8820000,7710,"americas"
"Ecuador",1985,69.9,9050000,7810,"americas"
"Ecuador",1986,70.2,9270000,7820,"americas"
"Ecuador",1987,69,9500000,7130,"americas"
"Ecuador",1988,70.9,9740000,7670,"americas"
"Ecuador",1989,71.2,9980000,7470,"americas"
"Ecuador",1990,71.4,10200000,7470,"americas"
"Ecuador",1991,71.6,10500000,7610,"americas"
"Ecuador",1992,72,10700000,7600,"americas"
"Ecuador",1993,72.1,11000000,7570,"americas"
"Ecuador",1994,72.6,11200000,7720,"americas"
"Ecuador",1995,72.8,11400000,7730,"americas"
"Ecuador",1996,73.1,11700000,7700,"americas"
"Ecuador",1997,73.5,11900000,7870,"americas"
"Ecuador",1998,73.7,12200000,7960,"americas"
"Ecuador",1999,74,12400000,7440,"americas"
"Ecuador",2000,74.3,12600000,7390,"americas"
"Ecuador",2001,74.6,12900000,7550,"americas"
"Ecuador",2002,74.8,13100000,7730,"americas"
"Ecuador",2003,75.1,13300000,7810,"americas"
"Ecuador",2004,75.3,13500000,8310,"americas"
"Ecuador",2005,75.6,13700000,8610,"americas"
"Ecuador",2006,75.8,14000000,8840,"americas"
"Ecuador",2007,76,14200000,8880,"americas"
"Ecuador",2008,76.3,14400000,9290,"americas"
"Ecuador",2009,76.5,14700000,9180,"americas"
"Ecuador",2010,76.7,14900000,9350,"americas"
"Ecuador",2011,77,15200000,9930,"americas"
"Ecuador",2012,77.2,15400000,10300,"americas"
"Ecuador",2013,77.5,15700000,10700,"americas"
"Ecuador",2014,77.8,15900000,10900,"americas"
"Ecuador",2015,77.9,16100000,10800,"americas"
"Ecuador",2016,77.9,16400000,10500,"americas"
"Ecuador",2017,78.1,16600000,10300,"americas"
"Ecuador",2018,78.3,16900000,10200,"americas"
"France",1800,34,29400000,1800,"europe"
"France",1801,36.4,29400000,1810,"europe"
"France",1802,34.4,29500000,1810,"europe"
"France",1803,30.6,29600000,1810,"europe"
"France",1804,29.4,29700000,1820,"europe"
"France",1805,34.9,29800000,1820,"europe"
"France",1806,35,29900000,1820,"europe"
"France",1807,34.2,30000000,1830,"europe"
"France",1808,34.5,30100000,1830,"europe"
"France",1809,35,30200000,1830,"europe"
"France",1810,37.4,30300000,1840,"europe"
"France",1811,36.1,30400000,1840,"europe"
"France",1812,31.7,30500000,1850,"europe"
"France",1813,31.2,30600000,1850,"europe"
"France",1814,30.1,30700000,1850,"europe"
"France",1815,36.5,30900000,1860,"europe"
"France",1816,40,31000000,1860,"europe"
"France",1817,39.2,31100000,1860,"europe"
"France",1818,38.5,31300000,1870,"europe"
"France",1819,37.3,31400000,1870,"europe"
"France",1820,39.2,31500000,1880,"europe"
"France",1821,39.8,31700000,1990,"europe"
"France",1822,38.3,31900000,1840,"europe"
"France",1823,40,32000000,1830,"europe"
"France",1824,39.1,32200000,1790,"europe"
"France",1825,38.5,32300000,1800,"europe"
"France",1826,37.8,32500000,1850,"europe"
"France",1827,39.4,32700000,1860,"europe"
"France",1828,37.5,32800000,1740,"europe"
"France",1829,39.4,33000000,1840,"europe"
"France",1830,39.6,33200000,1800,"europe"
"France",1831,39.6,33400000,1780,"europe"
"France",1832,35.8,33500000,1910,"europe"
"France",1833,38.8,33700000,1900,"europe"
"France",1834,35,33900000,1880,"europe"
"France",1835,39.5,34100000,1970,"europe"
"France",1836,42,34200000,2010,"europe"
"France",1837,39.4,34400000,2030,"europe"
"France",1838,39.3,34500000,2070,"europe"
"France",1839,40.9,34700000,2030,"europe"
"France",1840,40.4,34900000,2180,"europe"
"France",1841,40.7,35000000,2120,"europe"
"France",1842,40,35200000,2070,"europe"
"France",1843,40.8,35300000,2150,"europe"
"France",1844,42.3,35500000,2210,"europe"
"France",1845,43.6,35600000,2280,"europe"
"France",1846,40.7,35800000,2420,"europe"
"France",1847,40.4,35900000,2640,"europe"
"France",1848,40.3,36000000,2050,"europe"
"France",1849,35.9,36200000,2050,"europe"
"France",1850,43.3,36300000,2150,"europe"
"France",1851,41.8,36400000,2110,"europe"
"France",1852,41.3,36500000,2380,"europe"
"France",1853,42.5,36600000,2640,"europe"
"France",1854,36.1,36800000,2960,"europe"
"France",1855,37.5,36900000,3110,"europe"
"France",1856,40.2,37000000,3230,"europe"
"France",1857,39.6,37100000,3110,"europe"
"France",1858,39.7,37200000,2900,"europe"
"France",1859,35.3,37400000,2900,"europe"
"France",1860,43.3,37500000,3080,"europe"
"France",1861,40.5,37500000,3150,"europe"
"France",1862,42.7,37600000,3250,"europe"
"France",1863,41.7,37600000,3340,"europe"
"France",1864,42,37700000,3390,"europe"
"France",1865,40.2,37800000,3330,"europe"
"France",1866,41.8,37800000,3470,"europe"
"France",1867,42.3,37900000,3410,"europe"
"France",1868,40.2,38000000,3640,"europe"
"France",1869,41.1,38100000,3420,"europe"
"France",1870,36.4,38200000,3300,"europe"
"France",1871,29.6,38300000,3450,"europe"
"France",1872,42.6,38400000,3630,"europe"
"France",1873,41.8,38400000,3580,"europe"
"France",1874,44.3,38500000,3730,"europe"
"France",1875,43.2,38600000,3650,"europe"
"France",1876,43.6,38700000,3610,"europe"
"France",1877,44.3,38700000,3590,"europe"
"France",1878,43.4,38800000,3390,"europe"
"France",1879,44,38900000,3350,"europe"
"France",1880,42.8,39000000,3550,"europe"
"France",1881,43.6,39200000,3780,"europe"
"France",1882,43.2,39300000,3910,"europe"
"France",1883,43.3,39400000,3740,"europe"
"France",1884,42.5,39600000,3540,"europe"
"France",1885,44,39700000,3440,"europe"
"France",1886,43.2,39700000,3390,"europe"
"France",1887,43.8,39900000,3420,"europe"
"France",1888,44.2,39900000,3500,"europe"
"France",1889,45.6,40000000,3510,"europe"
"France",1890,43.4,40000000,3640,"europe"
"France",1891,44.1,40100000,3680,"europe"
"France",1892,43.6,40100000,3750,"europe"
"France",1893,43.6,40200000,3610,"europe"
"France",1894,45.6,40200000,3960,"europe"
"France",1895,45.3,40300000,3880,"europe"
"France",1896,47.6,40300000,4000,"europe"
"France",1897,48,40400000,3890,"europe"
"France",1898,46,40500000,4110,"europe"
"France",1899,45.3,40600000,4260,"europe"
"France",1900,45.1,40600000,4310,"europe"
"France",1901,47.1,40700000,4100,"europe"
"France",1902,48.1,40800000,4050,"europe"
"France",1903,48.5,40800000,4180,"europe"
"France",1904,48.1,40900000,4260,"europe"
"France",1905,48.4,41000000,4370,"europe"
"France",1906,47.8,41000000,4300,"europe"
"France",1907,48.4,41100000,4650,"europe"
"France",1908,49.4,41100000,4630,"europe"
"France",1909,50.1,41200000,4770,"europe"
"France",1910,51.5,41300000,4540,"europe"
"France",1911,48.3,41400000,5000,"europe"
"France",1912,51.7,41500000,5420,"europe"
"France",1913,51.4,41500000,5370,"europe"
"France",1914,37.9,41200000,4500,"europe"
"France",1915,35.7,40700000,3970,"europe"
"France",1916,39.6,40000000,4550,"europe"
"France",1917,42.7,39300000,4500,"europe"
"France",1918,34.4,38900000,3860,"europe"
"France",1919,47.6,38800000,4260,"europe"
"France",1920,51.7,39100000,4550,"europe"
"France",1921,52.8,39300000,4320,"europe"
"France",1922,55,39600000,5190,"europe"
"France",1923,54.8,40000000,5430,"europe"
"France",1924,55.4,40400000,6030,"europe"
"France",1925,54.5,40700000,6070,"europe"
"France",1926,54.2,40900000,6280,"europe"
"France",1927,55.9,41000000,6160,"europe"
"France",1928,55.6,41200000,6520,"europe"
"France",1929,54.4,41400000,7080,"europe"
"France",1930,57,41700000,6830,"europe"
"France",1931,57.1,41900000,6530,"europe"
"France",1932,57.4,42000000,5960,"europe"
"France",1933,57.9,42000000,6140,"europe"
"France",1934,58.5,42000000,5930,"europe"
"France",1935,58.5,42000000,5790,"europe"
"France",1936,59,42000000,5870,"europe"
"France",1937,59.3,42000000,6010,"europe"
"France",1938,59.1,42000000,5860,"europe"
"France",1939,59.8,41700000,6110,"europe"
"France",1940,49.6,40900000,4820,"europe"
"France",1941,57.8,40100000,4670,"europe"
"France",1942,57.6,39400000,4700,"europe"
"France",1943,53.5,39200000,4690,"europe"
"France",1944,47.3,39300000,3600,"europe"
"France",1945,55.1,39700000,4430,"europe"
"France",1946,62.6,40300000,5910,"europe"
"France",1947,64.2,40800000,6230,"europe"
"France",1948,66,41200000,6990,"europe"
"France",1949,65.1,41600000,7370,"europe"
"France",1950,66.6,41900000,7920,"europe"
"France",1951,66.3,42100000,8310,"europe"
"France",1952,67.6,42400000,8450,"europe"
"France",1953,67.6,42700000,8630,"europe"
"France",1954,68.5,43100000,9010,"europe"
"France",1955,68.7,43500000,9460,"europe"
"France",1956,68.8,43900000,9920,"europe"
"France",1957,69.2,44400000,10500,"europe"
"France",1958,70.4,44800000,10700,"europe"
"France",1959,70.5,45300000,10900,"europe"
"France",1960,70.7,45900000,11700,"europe"
"France",1961,71.3,46500000,12200,"europe"
"France",1962,70.8,47100000,12800,"europe"
"France",1963,70.6,47800000,13200,"europe"
"France",1964,71.6,48400000,14000,"europe"
"France",1965,71.4,49000000,14500,"europe"
"France",1966,71.8,49400000,15200,"europe"
"France",1967,71.8,49800000,15800,"europe"
"France",1968,71.8,50100000,16300,"europe"
"France",1969,71.6,50500000,17400,"europe"
"France",1970,72.5,50800000,18200,"europe"
"France",1971,72.6,51300000,18900,"europe"
"France",1972,72.8,51700000,19600,"europe"
"France",1973,73,52200000,20500,"europe"
"France",1974,73.2,52600000,21000,"europe"
"France",1975,73.2,53000000,20900,"europe"
"France",1976,73.5,53300000,21700,"europe"
"France",1977,73.9,53500000,22300,"europe"
"France",1978,74.1,53700000,23000,"europe"
"France",1979,74.4,53900000,23700,"europe"
"France",1980,74.6,54100000,24000,"europe"
"France",1981,74.8,54300000,24200,"europe"
"France",1982,75,54500000,24800,"europe"
"France",1983,75.3,54800000,25200,"europe"
"France",1984,75.6,55100000,25500,"europe"
"France",1985,75.8,55400000,26000,"europe"
"France",1986,76.1,55700000,26500,"europe"
"France",1987,76.4,56000000,27000,"europe"
"France",1988,76.7,56300000,28100,"europe"
"France",1989,76.9,56700000,29000,"europe"
"France",1990,77.2,57000000,29500,"europe"
"France",1991,77.3,57200000,29800,"europe"
"France",1992,77.6,57500000,30100,"europe"
"France",1993,77.7,57700000,29800,"europe"
"France",1994,77.9,58000000,30400,"europe"
"France",1995,78.1,58200000,30900,"europe"
"France",1996,78.3,58500000,31300,"europe"
"France",1997,78.6,58800000,31900,"europe"
"France",1998,78.7,59000000,32900,"europe"
"France",1999,78.9,59300000,33800,"europe"
"France",2000,79.1,59600000,34900,"europe"
"France",2001,79.3,59900000,35300,"europe"
"France",2002,79.5,60200000,35500,"europe"
"France",2003,79.7,60600000,35500,"europe"
"France",2004,80.1,60900000,36200,"europe"
"France",2005,80.3,61200000,36500,"europe"
"France",2006,80.6,61600000,37100,"europe"
"France",2007,80.8,62000000,37800,"europe"
"France",2008,81,62300000,37600,"europe"
"France",2009,81.2,62700000,36300,"europe"
"France",2010,81.4,63000000,36900,"europe"
"France",2011,81.7,63300000,37500,"europe"
"France",2012,81.8,63600000,37300,"europe"
"France",2013,82,63900000,37400,"europe"
"France",2014,82.2,64200000,37500,"europe"
"France",2015,82.2,64500000,37800,"europe"
"France",2016,82.3,64700000,38100,"europe"
"France",2017,82.5,65000000,38500,"europe"
"France",2018,82.6,65200000,39000,"europe"
"Germany",1800,38.4,22900000,1640,"europe"
"Germany",1801,38.4,23000000,1650,"europe"
"Germany",1802,38.4,23100000,1660,"europe"
"Germany",1803,38.4,23200000,1670,"europe"
"Germany",1804,38.4,23300000,1690,"europe"
"Germany",1805,38.4,23400000,1700,"europe"
"Germany",1806,38.4,23500000,1710,"europe"
"Germany",1807,38.4,23600000,1720,"europe"
"Germany",1808,38.4,23700000,1730,"europe"
"Germany",1809,38.4,23800000,1750,"europe"
"Germany",1810,38.4,23900000,1760,"europe"
"Germany",1811,38.4,24000000,1770,"europe"
"Germany",1812,38.4,24100000,1780,"europe"
"Germany",1813,38.4,24300000,1800,"europe"
"Germany",1814,38.4,24400000,1810,"europe"
"Germany",1815,38.4,24600000,1820,"europe"
"Germany",1816,38.4,24700000,1830,"europe"
"Germany",1817,38.4,24900000,1850,"europe"
"Germany",1818,38.4,25100000,1860,"europe"
"Germany",1819,38.4,25300000,1870,"europe"
"Germany",1820,38.4,25500000,1890,"europe"
"Germany",1821,38.4,25700000,1900,"europe"
"Germany",1822,38.4,25900000,1910,"europe"
"Germany",1823,38.4,26200000,1930,"europe"
"Germany",1824,38.4,26400000,1940,"europe"
"Germany",1825,38.4,26600000,1950,"europe"
"Germany",1826,38.4,26900000,1970,"europe"
"Germany",1827,38.4,27200000,1980,"europe"
"Germany",1828,38.4,27400000,2000,"europe"
"Germany",1829,38.4,27700000,2010,"europe"
"Germany",1830,38.4,28000000,2020,"europe"
"Germany",1831,38.4,28300000,2030,"europe"
"Germany",1832,38.4,28600000,2040,"europe"
"Germany",1833,38.4,28900000,2050,"europe"
"Germany",1834,38.4,29300000,2050,"europe"
"Germany",1835,38.4,29600000,2060,"europe"
"Germany",1836,38.4,29900000,2070,"europe"
"Germany",1837,38.4,30200000,2080,"europe"
"Germany",1838,38.4,30500000,2090,"europe"
"Germany",1839,38.4,30700000,2090,"europe"
"Germany",1840,38.4,31000000,2100,"europe"
"Germany",1841,38.4,31300000,2110,"europe"
"Germany",1842,38.4,31600000,2120,"europe"
"Germany",1843,38.4,31900000,2120,"europe"
"Germany",1844,38.4,32100000,2130,"europe"
"Germany",1845,38.4,32400000,2140,"europe"
"Germany",1846,38.4,32700000,2150,"europe"
"Germany",1847,38.4,32900000,2160,"europe"
"Germany",1848,38.4,33200000,2170,"europe"
"Germany",1849,38.4,33400000,2170,"europe"
"Germany",1850,38.4,33700000,2180,"europe"
"Germany",1851,38.4,33900000,2150,"europe"
"Germany",1852,38.4,34200000,2180,"europe"
"Germany",1853,38.4,34500000,2160,"europe"
"Germany",1854,38.4,34700000,2210,"europe"
"Germany",1855,38.4,35000000,2170,"europe"
"Germany",1856,38.4,35300000,2340,"europe"
"Germany",1857,38.4,35600000,2440,"europe"
"Germany",1858,38.4,35800000,2410,"europe"
"Germany",1859,38.4,36100000,2390,"europe"
"Germany",1860,38.4,36400000,2510,"europe"
"Germany",1861,38.4,36700000,2420,"europe"
"Germany",1862,38.4,37000000,2520,"europe"
"Germany",1863,38.4,37300000,2680,"europe"
"Germany",1864,38.4,37600000,2730,"europe"
"Germany",1865,38.4,37900000,2710,"europe"
"Germany",1866,38.4,38200000,2710,"europe"
"Germany",1867,38.4,38600000,2700,"europe"
"Germany",1868,38.4,39000000,2850,"europe"
"Germany",1869,38.4,39300000,2850,"europe"
"Germany",1870,38.4,39700000,2820,"europe"
"Germany",1871,38.4,40100000,2780,"europe"
"Germany",1872,38.4,40500000,2960,"europe"
"Germany",1873,38.4,40900000,3060,"europe"
"Germany",1874,38.4,41200000,3260,"europe"
"Germany",1875,38.4,41600000,3240,"europe"
"Germany",1876,38.5,42000000,3180,"europe"
"Germany",1877,38.6,42400000,3120,"europe"
"Germany",1878,38.7,42800000,3230,"europe"
"Germany",1879,38.8,43200000,3110,"europe"
"Germany",1880,38.9,43600000,3060,"europe"
"Germany",1881,39,44100000,3110,"europe"
"Germany",1882,39.1,44600000,3140,"europe"
"Germany",1883,39.2,45000000,3290,"europe"
"Germany",1884,39.3,45500000,3350,"europe"
"Germany",1885,39.4,45900000,3400,"europe"
"Germany",1886,39.7,46400000,3400,"europe"
"Germany",1887,40,46800000,3500,"europe"
"Germany",1888,40.3,47300000,3600,"europe"
"Germany",1889,40.6,47800000,3660,"europe"
"Germany",1890,40.9,48300000,3730,"europe"
"Germany",1891,41.2,48900000,3680,"europe"
"Germany",1892,41.5,49500000,3800,"europe"
"Germany",1893,41.8,50100000,3940,"europe"
"Germany",1894,42.1,50800000,3990,"europe"
"Germany",1895,42.4,51500000,4130,"europe"
"Germany",1896,42.7,52200000,4210,"europe"
"Germany",1897,43,52900000,4270,"europe"
"Germany",1898,43.3,53700000,4380,"europe"
"Germany",1899,43.6,54600000,4470,"europe"
"Germany",1900,43.9,55400000,4590,"europe"
"Germany",1901,44.2,56300000,4420,"europe"
"Germany",1902,44.5,57100000,4450,"europe"
"Germany",1903,44.8,58000000,4630,"europe"
"Germany",1904,45.1,58900000,4750,"europe"
"Germany",1905,45.4,59800000,4780,"europe"
"Germany",1906,46,60700000,4860,"europe"
"Germany",1907,46.6,61600000,5000,"europe"
"Germany",1908,47.2,62400000,5010,"europe"
"Germany",1909,47.8,63400000,5050,"europe"
"Germany",1910,48.4,64200000,5160,"europe"
"Germany",1911,49,65100000,5270,"europe"
"Germany",1912,49.6,65900000,5470,"europe"
"Germany",1913,50.1,66700000,5690,"europe"
"Germany",1914,46.1,67300000,4790,"europe"
"Germany",1915,40.5,67600000,4560,"europe"
"Germany",1916,39,67600000,4630,"europe"
